Entity,Year,Unsafe_water_source,Unsafe_sanitation,No_access_to_handwashing_facility,Household_air_pollution_from_solid_fuels,Discontinued_breastfeeding,Child_wasting,Child_stunting,Low_birth_weight_for_gestation,Secondhand_smoke,Alcohol_use,Drug_use,Diet_low_in_fruits,Diet_low_in_vegetables,Unsafe_sex,Low_physical_activity,High_fasting_plasma_glucose,High_body-mass_index,High_systolic_blood_pressure,Smoking,Iron_deficiency,Vitamin_A_deficiency,Low_bone_mineral_density,Air_pollution,Outdoor_air_pollution,Diet_high_in_sodium,Diet_low_in_whole_grains,Diet_low_in_nuts_and_seeds
Denmark,2005,5.602625365,3.640387765,16.7433704,19.98858019,0.111954081,49.76741682,0.19962295,127.9952145,695.7670648,4893.924226,464.863919,1431.23061,1413.725478,239.5046898,1514.619317,8918.584474,4123.621077,9888.820276,14232.20379,0.342005303,0.606660709,420.2301382,2669.863706,2697.53,1394.842761,2581.454934,1831.563193
Denmark,2006,6.36823397,4.084819573,18.13479585,19.27967094,0.110840519,49.27050492,0.177532218,115.4675357,683.4792665,4984.052731,484.699675,1382.039501,1365.358396,230.0625563,1493.393561,8989.784817,4195.28924,9789.804647,14375.48252,0.858157833,0.558391892,422.1705883,2706.503938,2736.21,1384.325898,2569.24218,1787.920586
Denmark,2007,6.94946503,4.406055666,19.4038364,18.62071988,0.124700302,47.90587852,0.195291435,120.9221804,664.0545708,4877.903413,498.4218427,1315.703224,1304.052824,239.2549872,1460.93335,8987.033274,4227.495458,9609.300257,14325.87426,0.646916403,0.611435641,414.6752246,2721.811121,2753.42,1359.299363,2524.601303,1729.223274
Denmark,2008,7.209652141,4.508530436,19.86132951,17.22362391,0.132222003,44.17520304,0.20131713,118.1052838,624.4446016,4538.247139,505.2413766,1212.739551,1203.280707,226.369173,1384.172033,8699.786557,4116.609477,9107.203615,13834.28007,0.807303247,0.629888171,402.6742677,2647.076014,2679.84,1286.351942,2390.767742,1616.423534
Denmark,2009,7.904650948,4.885257988,20.94471175,16.96489985,0.133136152,42.56806834,0.182219443,103.582012,612.4826337,4331.501684,521.0836358,1189.922034,1152.668756,231.0244747,1352.261267,8677.350306,4126.696902,8913.287178,13729.84768,0.701743743,0.592866725,397.2353415,2656.80433,2691.28,1276.28394,2341.971912,1565.885896
Denmark,2010,8.283636194,5.036580505,21.31877535,15.85741751,0.142619175,39.03046426,0.179750751,99.15771111,598.198572,4146.224739,524.6219072,1139.0858,1087.296462,232.6577655,1298.878322,8531.926304,4089.407599,8626.17272,13505.77898,0.311346429,0.602214314,390.3653792,2619.966259,2656.01,1248.851606,2256.738954,1491.934456
Denmark,2011,8.454419623,5.04651192,21.31069501,14.10508518,0.14838773,35.41682942,0.184426069,95.02042713,574.9789708,3901.742926,514.3291458,1065.108295,1006.329169,210.2691953,1225.477665,8231.058979,3962.449742,8186.506542,12943.00845,0.510280402,0.616713963,387.2764911,2619.215906,2658.47,1184.360736,2130.180405,1397.10138
Denmark,2012,8.625160757,5.068736615,21.5787757,14.25844594,0.150959,33.47538685,0.183978093,91.46482576,564.721268,3747.842576,502.6400262,1028.532854,960.7090791,211.8100498,1189.956114,8142.146551,3928.946149,7995.661902,12637.86539,0.245747211,0.618105622,386.1575448,2418.604129,2454.08,1152.780674,2069.108821,1345.275193
Denmark,2013,8.793420998,5.067186906,21.87933556,14.02131123,0.155877125,33.90039067,0.187215057,92.89085065,560.8138319,3625.72192,503.925893,1005.862831,930.1563055,209.0887839,1168.872267,8107.033805,3917.890342,7874.714555,12381.96828,0.356034604,0.62828125,387.717053,2375.856868,2411.44,1129.05866,2035.066844,1313.082308
Denmark,2014,8.780354407,4.984291964,21.62263745,12.89946547,0.165238053,33.55837083,0.197164517,98.24130054,550.6177678,3482.535129,503.5903719,984.0814503,894.5021396,193.701048,1138.608317,7988.740873,3876.740414,7696.390841,11981.14235,0.484995841,0.655930041,385.5177504,2367.38372,2404.57,1093.20565,1982.60383,1270.304654
Denmark,2015,8.700012853,4.889150669,21.77292812,12.97007619,0.159849,33.63577386,0.186292463,94.89736314,551.5149903,3387.292762,503.3277355,976.829318,885.3719083,201.5566172,1139.291781,8036.885634,3904.346821,7716.771618,11761.18118,0.246478946,0.621615283,385.7969272,2329.994507,2366.81,1076.701248,1982.072688,1261.889083
Denmark,2016,8.609835172,4.795911716,21.95267877,13.18062653,0.155001796,35.41163623,0.174374289,91.01698005,565.9606979,3386.896462,527.5759169,1001.946759,912.5898882,203.3953811,1181.16319,8264.334494,4019.34729,7961.709524,11744.90368,0.374544462,0.587789537,400.1719827,2314.383639,2350.52,1111.283202,2053.069001,1306.816097
Denmark,2017,8.557294332,4.72150901,22.16926339,12.74874828,0.152191017,36.57528855,0.167454992,89.3871,582.3483778,3388.970459,546.9372566,1023.843868,937.264752,205.4621379,1218.349409,8476.867694,4128.475723,8207.898052,11700.02393,0.402398493,0.569978623,411.5603951,2366.00742,2404.04,1144.141762,2119.594712,1345.997277
Estonia,1990,2.93199416,1.973132539,4.064577953,544.9081172,0.261948547,27.39666945,2.339659669,72.30154581,483.1912491,-209.9829203,94.19797336,1551.1888,1407.892899,118.8019574,807.2154931,3386.553428,2450.069394,7064.333101,3898.550556,1.377032174,0.277862993,70.66168274,1123.430813,581.48,1616.219344,2199.80093,1562.10409
Estonia,1991,2.688675611,1.773199108,4.112986932,542.6437732,0.228014109,24.96640391,2.053566299,64.39500263,488.5726923,-147.6507278,101.1863076,1585.837665,1440.068316,122.1676922,821.9700404,3456.545467,2519.301786,7218.45835,4023.873384,1.198332582,0.243859858,73.08773884,1141.043717,601.36,1643.630765,2251.639232,1594.677695
Estonia,1992,2.452469238,1.58083929,4.135534259,514.6829989,0.201438688,22.46981087,1.92860138,60.59026857,473.8326799,-44.55098613,105.9149157,1563.557497,1418.543892,115.2606041,800.7933606,3393.876287,2495.027824,7085.311483,4017.670997,0.916298109,0.228097281,71.28810002,1112.353376,600.52,1600.948847,2213.027166,1566.553108
Estonia,1993,2.187093545,1.380058052,4.461805967,530.2955958,0.165885842,20.48369253,1.709364416,54.07289692,499.7312545,90.55025479,120.2780311,1667.219844,1513.53056,122.9455884,837.9130094,3578.200398,2685.229107,7474.416074,4320.065473,1.068514951,0.196499338,75.11325501,1172.589922,645.22,1654.575702,2355.596936,1668.908308
Estonia,1994,1.793889823,1.115269873,4.882996085,547.9781382,0.12294671,17.41683789,1.49937268,48.89973145,526.7601865,304.4416949,134.1656774,1768.532871,1606.542221,124.1969744,870.3602702,3753.275561,2885.159608,7860.046678,4596.248596,0.961080619,0.163663715,105.6571119,1230.281868,685.27,1704.345107,2494.392312,1773.396762
Estonia,1995,1.581015277,0.971659544,4.910103387,502.916381,0.10546189,16.23235432,1.426615857,46.28272834,491.4510415,356.5058798,134.1978394,1647.063304,1501.024429,114.0232744,818.8916287,3550.054041,2712.847061,7364.100885,4295.643727,0.848788555,0.153415471,71.3479072,1140.980126,640.79,1607.801479,2324.15273,1663.065043
Estonia,1996,1.102844039,0.670354323,4.579492704,437.5078484,0.071347588,13.46900271,1.213095902,36.30965622,436.3308654,352.9371153,125.0697009,1450.021237,1329.022884,104.4043596,743.6477854,3252.151032,2436.938212,6597.258119,3744.777483,0.167089733,0.123466901,63.72647407,1007.155695,572.06,1448.04877,2051.037404,1479.71381
Estonia,1997,1.148438509,0.688405264,4.563017877,418.7256855,0.074969326,12.87547325,1.180803184,31.65370982,427.9206915,458.1427805,133.0225991,1405.568027,1289.907301,100.0311999,732.2296509,3274.95366,2436.622702,6483.266827,3612.246814,0.358520764,0.120410673,62.58696898,978.4821951,562.12,1425.475953,1994.101964,1445.245994
Estonia,1998,1.140222981,0.672888941,4.704150623,419.0179593,0.067942292,11.60287525,1.095170867,28.5196535,442.827186,624.3496874,147.5787448,1434.702874,1320.817424,98.48039543,756.7161051,3470.225905,2581.353876,6700.858503,3648.700381,0.3470657,0.110751262,62.96762664,1001.685352,585.11,1471.388954,2049.567599,1494.93717
Estonia,1999,1.227685486,0.712662631,4.501425876,389.0079673,0.0779436,10.63460789,1.000100662,28.45770141,421.0858309,733.9092783,151.0581812,1355.226003,1239.760357,90.04275147,724.7713469,3394.000751,2519.363184,6400.703314,3373.84048,0.373092088,0.102609874,59.991638,942.4055943,555.75,1394.709879,1930.258438,1417.429902
Estonia,2000,1.03697445,0.591704515,4.485716989,369.2531917,0.063215141,9.47352893,0.901136106,26.66735319,415.5331368,868.2383706,161.630299,1312.984504,1204.968859,90.75489165,717.1828257,3407.361542,2560.241786,6352.408942,3235.030349,0.597600043,0.089795858,57.45137679,919.1882614,552.3,1377.014648,1887.557242,1396.52468
Estonia,2001,0.859473752,0.482983368,4.447535476,364.4786393,0.047047147,8.465112861,0.788252745,25.38401763,418.8519118,1098.476531,178.3092594,1307.734679,1205.63929,88.84608511,726.6336028,3493.447922,2666.996093,6500.342692,3211.89634,0.272956172,0.0775234,58.76473324,933.8157619,571.83,1395.456757,1904.213448,1422.793106
Estonia,2002,0.92601721,0.511888882,4.130001629,345.83784,0.049506717,7.558449711,0.695435966,23.17603992,403.2764182,1229.837574,189.4736309,1240.362845,1136.736148,78.56734657,705.1420992,3413.438386,2639.822662,6329.044296,3115.880751,0.260492885,0.073773049,56.14931834,904.6983977,561.38,1361.094851,1807.811323,1368.137228
Estonia,2003,0.832063376,0.451919909,3.725306151,328.7088035,0.043286001,6.949329526,0.631288548,24.01577201,386.629139,1347.057608,187.3693092,1171.133463,1069.097344,84.22156344,686.9020699,3352.123093,2624.185292,6172.454766,2982.218929,0.51570352,0.069528303,54.04116252,874.799979,548.65,1332.230726,1714.447585,1315.302048
Estonia,2004,0.659856597,0.353137934,3.360430159,302.0717928,0.02838056,6.365386943,0.570034291,23.36551672,367.9929877,1494.612582,201.8695793,1107.05807,996.1456222,89.77131951,658.8397903,3260.346071,2611.906767,6002.331091,2880.786016,0.485948718,0.062832234,52.09832072,836.34075,536.87,1299.811394,1613.343586,1258.154035
Estonia,2005,0.677258103,0.357322752,3.042119919,274.8274886,0.028438271,5.517207255,0.514834483,21.81589097,352.5319145,1559.043929,206.771125,1046.696207,935.7134694,99.56989834,640.4470609,3191.021333,2622.232285,5913.077512,2773.160125,0.28400483,0.059197114,51.80204639,798.2022825,525.96,1282.394689,1531.297032,1211.47774
Estonia,2006,0.659371546,0.346518199,2.834732202,257.050202,0.025126235,5.184205396,0.438297407,21.01522221,340.5615562,1649.206202,221.3271585,997.3116013,883.1803206,108.2721913,622.4376006,3143.236047,2665.779346,5885.776473,2759.670432,0.170704782,0.050130081,51.42804094,778.8174184,524.44,1280.460076,1464.660109,1176.633935
Estonia,2007,0.741941504,0.383673954,2.68008921,237.3204038,0.030038293,4.964669509,0.4158747,20.96103627,327.6718159,1772.757877,235.7769429,949.109532,833.5492291,102.8559764,606.1538795,3113.618919,2746.469653,5930.083324,2765.257715,0.066765608,0.04804486,50.75577275,760.0352201,525.46,1293.119241,1405.669886,1147.556153
Estonia,2008,0.663527829,0.338851486,2.44483708,208.5039098,0.02250798,4.510607681,0.382305322,19.35318957,297.1649369,1722.480084,229.7934703,853.950387,748.0863088,102.7900902,565.9045797,2937.660303,2701.699195,5722.945263,2572.539485,0.103634665,0.041223068,47.46501987,697.9521323,492.1,1247.139399,1275.091593,1061.532052
Estonia,2009,0.709647492,0.360307879,2.348390359,191.0325923,0.024194377,3.934916071,0.339108893,17.25262564,277.0828786,1738.219777,231.9496194,800.2249944,696.0511868,103.6609,542.0913988,2845.854422,2713.665959,5656.579022,2485.371163,0.06903312,0.036357709,45.91195958,659.1118779,470.71,1226.413322,1191.412379,1011.391413
Estonia,2010,0.711232888,0.359596589,2.202038507,165.8359553,0.025356795,3.759244092,0.320278702,14.93954489,251.8694369,1661.569389,223.082691,727.2986753,626.5186608,95.94303458,501.4232053,2659.177752,2624.101938,5397.615078,2320.195672,0.134349323,0.0349813,42.43578023,599.8016054,436.5,1163.279405,1077.398342,929.7624226
Estonia,2011,0.683635246,0.336442203,2.210983565,151.8496407,0.018267232,3.240172391,0.261780897,11.97979833,243.0730661,1686.499218,238.6074762,695.8963189,591.0124993,102.1160804,484.0997907,2599.604847,2651.955698,5378.05813,2277.093527,0.124649345,0.028351395,42.01115461,574.1565527,424.86,1150.350993,1027.769256,895.1632811
Estonia,2012,0.734303136,0.353071429,2.281591218,144.3549549,0.020106576,3.108065004,0.269191403,11.40050163,237.8561583,1713.752793,244.9579261,674.0889238,564.9571417,96.93014513,474.075993,2572.61727,2700.011207,5414.313299,2275.716083,0.122825574,0.029970605,42.3959533,536.7392351,394.89,1150.017142,993.4855635,874.6753249
Estonia,2013,0.781238759,0.366013952,2.336833412,136.1227149,0.020478074,2.76459503,0.242463772,9.572876838,229.9299372,1627.251885,228.7213921,644.870762,536.4767098,97.50572317,463.8588419,2536.828277,2718.418329,5405.83135,2204.077406,0.122964406,0.027589183,42.00099631,505.4379547,371.76,1134.620984,953.5623106,842.7202646
Estonia,2014,0.768000084,0.354091852,2.405449224,128.017697,0.017722127,2.613672353,0.237121345,9.517304797,227.6317241,1671.344697,226.7090561,629.2477916,520.3236776,92.6018063,457.7329317,2527.946584,2756.873307,5429.599852,2232.67824,0.060605785,0.026488898,42.09138182,508.1106713,382.7,1129.978226,934.8621859,832.5986035
Estonia,2015,0.801763883,0.365196039,2.378350314,120.0720092,0.020794953,2.604650322,0.225868132,9.553233694,218.6276818,1580.156058,219.1511407,602.2001651,497.0324579,87.70830137,447.0757671,2462.995145,2708.389974,5306.13415,2138.728596,0.036661784,0.026281086,41.41752343,455.9584992,338.22,1087.193691,900.744651,805.4345923
Estonia,2016,0.758791103,0.342669285,2.337834624,115.5751409,0.018834411,2.448001783,0.202714366,8.870404827,221.0733683,1540.777497,217.5960104,613.8387954,507.4537844,84.82570936,466.5035355,2509.22043,2696.876471,5317.856585,2137.135278,0.058119387,0.023846752,41.7203495,450.9915843,337.66,1093.10565,927.7553611,827.5692249
Estonia,2017,0.747593469,0.334991322,2.349146479,115.2638221,0.017817451,2.328093449,0.184709555,8.263173818,224.338817,1523.903306,214.8997983,623.9745683,516.4409445,82.53658816,483.0448914,2555.786406,2715.788478,5379.593824,2160.762046,0.057010884,0.022186677,42.35182394,452.4183776,339.39,1111.241832,951.9833128,847.4839168
Finland,1990,3.143265716,2.752903066,13.61714418,108.4103002,0.10322782,6.20767081,0.376228318,124.0373271,569.0350647,1434.521723,357.0254986,2694.314507,3057.47469,146.3738981,2193.099918,7621.561191,4866.545194,15734.90369,9056.063072,0.925719381,0.804916694,365.9104497,1956.705058,1855.89,1761.066748,4057.417377,3603.90615
Finland,1991,3.107207819,2.660395166,13.62683357,101.2769849,0.099012914,5.713698961,0.354561658,123.9621799,537.6704816,1473.968797,368.5061503,2622.835815,2936.679959,145.2603238,2143.732486,7553.64336,4776.49968,15231.57302,8636.648759,0.853649222,0.765521208,364.3931471,1909.489166,1815.72,1719.801627,3922.798582,3491.901536
Finland,1992,2.940216804,2.581896131,14.07118064,97.28937606,0.086522593,4.932471158,0.301503503,114.4909726,519.5502692,1472.977743,372.2806257,2618.149663,2894.42012,147.4490446,2152.765015,7692.907359,4786.880868,15117.11007,8401.120182,0.942913841,0.661933366,374.250782,1904.435371,1814.79,1715.97771,3888.107736,3469.421816
Finland,1993,2.708323351,2.437106987,14.68140532,92.06453095,0.072676317,4.528545667,0.264766566,102.2370742,497.9917463,1472.68658,373.7167824,2590.38439,2827.054243,144.7378619,2141.886195,7752.496834,4755.350546,14834.65257,8080.800471,0.730375325,0.577336888,383.5878802,1874.769986,1790.41,1709.160947,3818.27711,3409.479265
Finland,1994,2.430322831,2.236900843,14.40979427,82.21367039,0.066667298,4.271420533,0.24780641,97.35409143,460.5460705,1524.157947,374.5908945,2456.942955,2644.292675,134.9135784,2028.588429,7441.414724,4566.565233,13930.86171,7546.85385,1.086304969,0.541354769,379.2812389,1761.836054,1687.08,1633.578111,3593.071121,3212.435769
Finland,1995,2.24683514,2.118389255,14.92826445,77.2025667,0.059901795,4.119390079,0.22524409,87.82676886,454.9614343,1643.026065,395.2839514,2480.36052,2638.216497,135.644311,2048.643222,7594.387449,4651.750168,13925.7064,7480.822711,0.621378359,0.495077201,400.4459544,1762.690335,1693.27,1669.305306,3610.004466,3223.939308
Finland,1996,2.113210737,2.047557829,15.67063342,72.97358619,0.055319175,4.10775206,0.214757105,81.21416939,433.3974414,1785.118968,412.4979687,2400.53477,2526.699903,136.2291737,1986.730462,7518.66507,4594.082006,13399.78987,7216.170185,0.650138821,0.4715696,423.5911054,1732.073386,1667.23,1639.030751,3476.364526,3108.57594
Finland,1997,1.835016273,1.826912915,15.9629061,67.75547897,0.048948353,4.247078446,0.209817841,77.10585166,418.425626,1882.714519,417.1061094,2366.20966,2475.667945,120.227891,1975.780599,7662.811463,4658.635954,13190.23353,7034.811622,0.775322186,0.450878966,453.2370451,1722.730719,1663.45,1659.252467,3429.599015,3064.476884
Finland,1998,1.728971298,1.763527647,16.16254124,63.85584884,0.04462584,4.117657199,0.201803788,72.49735938,401.9774405,2013.049213,412.7535874,2308.479031,2409.450166,115.4495115,1947.319092,7759.746786,4704.013093,12880.27062,6874.799704,0.79700135,0.431013063,476.9981866,1697.345235,1642.23,1662.902537,3359.198243,3013.133209
Finland,1999,1.569276247,1.635187499,16.12699037,59.1428872,0.042212053,3.953186455,0.18224585,68.02318534,386.8056026,2082.81562,422.4016584,2260.198208,2359.254929,115.4823559,1935.251944,7875.488816,4762.134171,12654.13999,6675.758541,0.662647316,0.394638087,478.3003159,1663.792545,1613.45,1675.041013,3309.295405,2976.630124
Finland,2000,1.439905081,1.530503205,15.65644485,54.81100861,0.039175773,4.026584482,0.166071398,63.32174978,374.368974,2121.941291,435.6094166,2216.090216,2319.309911,116.2413224,1932.617095,7948.799039,4819.684927,12496.5154,6462.599855,0.817493622,0.362986119,493.8270638,1626.975526,1580.95,1684.73667,3269.897771,2947.307747
Finland,2001,1.38617116,1.502844093,14.33318875,51.37824328,0.039311632,3.944248972,0.143901434,59.05028577,355.7219793,2172.563132,443.480505,2134.056417,2237.320018,107.7767936,1892.029952,7821.966952,4792.652605,12152.70733,6186.21107,0.773950963,0.327299278,497.8120983,1586.040911,1543.48,1661.828809,3168.848879,2861.618337
Finland,2002,1.505792921,1.473087393,13.33635161,47.96810254,0.042121541,3.934866987,0.126962359,57.46047027,344.1532271,2238.780041,453.4504935,2097.267498,2208.184883,110.9492682,1892.026895,7813.855889,4854.517405,12071.40889,5958.848883,0.792169641,0.307798481,511.5680967,1567.242653,1528.11,1667.359159,3136.68689,2837.053625
Finland,2003,1.509883501,1.451285334,11.7197236,43.55275209,0.046980962,4.045746105,0.126656251,60.68217348,333.1487892,2474.388524,476.4156591,2050.601145,2154.143021,113.3371887,1856.696237,7677.666963,4886.262054,11825.95534,5782.561278,0.639809059,0.32020051,515.3601724,1528.029224,1493.34,1669.27733,3072.171019,2779.940392
Finland,2004,1.392726066,1.315790746,9.848415501,39.86130522,0.046790017,4.042640905,0.117974301,64.4503285,326.5945713,2742.315025,522.5930804,2016.234582,2112.557668,114.2489961,1826.394505,7573.953585,4958.041146,11644.7687,5663.172001,1.120471849,0.305221407,514.2792907,1487.390814,1456.38,1675.419681,3027.945081,2733.430903
Finland,2005,1.499368772,1.393713002,8.264164841,35.81148567,0.049081317,3.976423906,0.100701856,61.12025808,316.8263149,2859.679292,554.6140065,1975.213446,2070.276335,113.3452877,1805.790381,7533.773623,4986.944504,11489.53153,5539.642612,0.777761401,0.28051174,516.8431463,1441.350018,1414.52,1676.317172,2976.312935,2691.357618
Finland,2006,1.597128889,1.460400452,7.11517028,32.73522423,0.046883578,3.770699018,0.08075869,55.45235063,305.7535817,2834.954869,576.783536,1925.653625,2021.118208,115.5514439,1784.041594,7519.34219,4978.923018,11335.13746,5409.80497,0.767686952,0.241462836,513.1816994,1416.695682,1393.17,1669.829607,2911.598802,2639.17177
Finland,2007,1.815128732,1.629445698,6.675862526,31.19395217,0.050004748,4.047242535,0.076326066,55.00501478,308.9277767,2877.668011,619.495026,1920.746649,2020.474743,120.3377168,1806.404379,7683.724391,5105.662137,11464.04244,5425.650762,0.420024021,0.240534435,522.7040935,1428.527917,1406.87,1699.452081,2927.953505,2652.954162
Finland,2008,1.87709804,1.651127949,6.178812872,29.03473356,0.049785949,4.029992341,0.070266596,53.04328769,309.4587286,2823.556449,640.3308663,1892.981003,1995.602988,116.4370235,1809.007239,7777.268095,5182.395548,11492.75847,5378.055279,0.797480319,0.229511252,531.7739961,1416.602838,1397.24,1707.088914,2906.93472,2632.019826
Finland,2009,1.823042775,1.577553658,5.834901614,26.78876733,0.046672748,4.146838476,0.064042562,49.99631198,310.753697,2751.539949,655.4793387,1869.946728,1972.288854,115.7175986,1810.1499,7867.462555,5248.930444,11514.37105,5372.289349,0.402013643,0.210744516,537.0328861,1406.090989,1389.21,1734.868362,2884.056118,2603.762029
Finland,2010,1.682879819,1.427538674,5.417748931,25.02108251,0.043559507,4.021199446,0.058517493,47.02855001,311.8522007,2702.926056,657.7315332,1862.060119,1957.361519,122.1578351,1814.282568,8000.823694,5348.792531,11594.33291,5391.762755,0.57870489,0.192719436,544.79152,1395.289459,1380.37,1769.629503,2872.18225,2591.4421
Finland,2011,1.463332488,1.216366459,5.011812389,23.3053993,0.041010184,4.206366676,0.057030553,45.32401093,307.8614632,2636.504821,652.283892,1825.021583,1909.098437,119.104036,1787.5882,8013.434946,5388.397762,11485.26856,5337.345686,0.264652475,0.183228708,547.5571986,1383.483449,1370.5,1772.544708,2815.035711,2531.707726
Finland,2012,1.285778191,1.051965863,4.750198397,21.8644911,0.038088109,4.167774585,0.054345785,42.0551225,305.8483502,2570.011604,649.3495303,1809.202527,1882.874649,123.5327147,1783.019344,8117.930836,5487.627501,11499.95254,5316.668019,0.451657436,0.17137581,554.051571,1246.629705,1234.02,1785.259887,2789.353064,2496.891506
Finland,2013,1.184373082,0.952170945,4.618584547,20.37954305,0.031510241,4.078592812,0.043493122,34.75391243,305.981036,2544.891597,650.5070076,1798.105387,1856.477933,120.7320156,1769.88857,8199.029979,5588.49243,11497.05167,5345.833781,0.327611882,0.138518771,558.3860862,1172.975183,1161.55,1794.194224,2763.088568,2462.885417
Finland,2014,1.038740681,0.822066391,4.473491686,19.2611069,0.030489393,3.964410717,0.044095618,35.62994538,301.3882637,2452.849648,633.0478033,1765.711254,1813.605189,119.0894019,1741.524772,8198.48448,5617.761748,11391.60498,5291.587528,0.488034772,0.135840633,561.2142129,1185.404198,1175.41,1777.193932,2707.257681,2407.844105
Finland,2015,1.017297168,0.79473257,4.572453205,18.09864325,0.02616479,4.418531392,0.035695985,30.38870937,299.8694677,2348.098368,624.6006484,1756.01931,1802.705557,117.8494849,1744.734882,8294.361415,5680.888652,11418.82288,5270.094218,0.395328264,0.112049169,569.2427831,1099.694924,1090.12,1778.547285,2696.390606,2396.785607
Finland,2016,1.098610818,0.849639413,5.022746257,17.55330688,0.027252772,4.389540931,0.036027298,30.6547399,312.8020453,2335.838028,642.2869649,1820.791762,1871.968786,117.2252938,1819.463082,8627.277997,5862.365834,11797.94541,5457.538369,0.361062094,0.113718712,594.5301431,1092.0828,1082.95,1841.241711,2806.130251,2494.851028
Finland,2017,1.13796829,0.873044555,5.3392788,17.73701247,0.028148808,4.468583429,0.036709896,30.87398876,325.4036914,2331.733999,659.028087,1874.74857,1929.866019,117.8465258,1881.760837,8900.770706,6021.785741,12136.29975,5638.935713,0.362888008,0.115414602,612.5567621,1126.930413,1117.99,1895.657595,2900.496616,2576.573685
France,1990,99.16298058,67.06012327,125.9870597,938.4097934,6.619381733,1614.615173,6.814459896,1347.328767,6300.717997,75145.86461,2306.737765,18686.67442,11370.61346,5225.553042,14915.92233,40358.09971,34090.12117,95511.36475,91604.99742,16.20437788,1.915762918,5432.186679,23229.67133,22717.81,12177.73177,25982.47577,16798.72046
France,1991,102.8658922,67.13011972,129.0942552,835.4821722,6.868076282,1653.999392,6.674877141,1313.001121,6221.091836,72135.56531,2442.894188,18173.99658,11218.62487,6044.006455,14652.4228,40030.69787,34100.67106,93549.86017,91278.49762,16.19981199,1.841095067,5326.802156,22901.29774,22486.35,12070.62759,25460.44788,16508.62759
France,1992,104.0808697,66.57048648,132.6536176,739.9678629,6.626540707,1697.82273,6.046882139,1208.785354,6159.910495,69429.00431,2573.822903,17708.85236,11116.83525,6610.647464,14422.06658,39944.87965,34205.21443,91932.22076,91079.66579,15.42211328,1.657398019,5255.817531,22669.24873,22348.37,12000.09572,25001.42098,16251.08466
France,1993,102.4295614,64.55202595,136.0155038,669.1028777,6.397312509,1722.116345,5.516076144,1129.477387,6173.383266,67752.93466,2704.010191,17506.8389,11182.24547,6991.510727,14342.99829,40401.6452,34646.76588,91255.84805,91926.76157,12.86277114,1.517655258,5217.402315,22690.46044,22443.18,12119.45044,24876.02324,16200.65289
France,1994,100.4297146,63.34103158,136.4275608,603.7326575,5.898194553,1736.856985,4.857628344,1074.329488,6068.817441,65123.4488,2779.703433,17028.47086,11073.27692,7328.893955,14033.28627,40330.6975,34609.39633,89266.46646,91142.38423,13.77799176,1.350442952,5108.557365,22290.07248,22102.7,12054.41187,24353.32142,15891.42168
France,1995,99.87924738,63.20263418,139.6041724,563.1054531,5.439666015,1774.137994,4.161301864,989.2065729,6041.019332,63064.51228,2851.226257,16783.38371,11145.87379,7091.220173,13929.27351,40793.88741,34988.61341,88640.43161,90652.11076,13.25648796,1.203901328,5099.190904,22189.62668,22042.35,12259.07449,24237.02684,15803.42484
France,1996,96.19947343,60.42959425,142.3472151,511.2296748,5.512396139,1812.656381,3.994300493,960.8748026,5998.00544,61284.03563,2908.451667,16521.43322,11180.08368,5788.72505,13761.42139,41556.96281,35502.72393,87824.59061,89905.70289,15.93838182,1.212718761,5093.106229,22106.27859,22011.54,12351.47034,24044.09405,15655.21315
France,1997,92.91879631,58.67004803,144.1706312,468.5720538,5.540863284,1825.005672,3.962543036,955.6794441,5907.133984,59398.61298,2923.909992,16103.1206,11061.80476,3581.553999,13418.89738,42590.79286,36054.05929,86091.59845,88800.79032,14.33807647,1.243537963,5061.649719,21790.04199,21730.55,12418.19787,23595.97745,15307.34756
France,1998,96.06705338,61.74339885,149.8579964,441.8008201,5.613978388,1881.273358,3.794740055,929.5779031,6032.457205,59330.21167,3084.426377,16295.36253,11335.74549,3288.396056,13570.58436,45629.64854,37986.98493,87330.39485,90690.4699,14.27230101,1.277455526,5253.984302,22233.82629,22202.26,12851.26746,24079.46992,15544.0494
France,1999,94.55128604,61.60963575,151.782589,408.9028157,5.708125265,1933.940344,3.576919345,918.3428554,5974.4908,58023.68351,3210.206517,16069.15005,11344.56357,3205.7343,13458.3292,47793.293,39051.15486,86775.80487,90236.02685,12.66733568,1.290867984,5363.16307,22046.46445,22032.56,13015.31042,23975.86789,15412.28039
France,2000,95.75238575,63.83666545,153.40732,377.5921277,6.223759753,2009.558582,3.679089433,948.2327758,5790.060378,56078.41184,3327.119658,15607.76991,11170.3098,3154.837949,13191.05523,48897.97786,39230.31246,84786.94642,88409.85669,12.07039884,1.387053762,5409.008915,21339.50199,21320.45,12921.10287,23451.73405,15071.66606
France,2001,91.70574115,62.76252135,152.0203092,347.4210407,6.38019939,2074.155935,3.625897939,943.0104806,5718.068702,55579.46715,3476.121737,15518.38835,11244.86536,3127.436708,13201.72048,50544.99986,40177.66278,84052.6199,88401.37278,11.25356597,1.399478069,5468.972093,21279.81431,21276.47,12962.44125,23450.58527,15054.87764
